nct_id,final_screening,decision_basis,adjudication_reason,brief_title,study_type,overall_status,start_date,study_first_post_date,registry_last_update_post_date,enrollment,lead_sponsor,interventions,countries,has_results,minimum_age,maximum_age,sex,conditions,flash_triage,flash_confidence,sol_audit
NCT03643120,exclude,recorded_adjudication,Human confirmation: qualitative gender-dysphoria interviews; hormone treatment is background care context and is not studied as a research variable.,Gender Dysphoria Among Adolescents (Norwegian Title: Kjønnsdysfori Blant Ungdom),INTERVENTIONAL,UNKNOWN,,,2018-08-22,20,,Qualitative interview,,False,13 Years,18 Years,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT03651427,include,recorded_adjudication,Human confirmation: explicit TGD population; neuronal and cognitive changes are measured before and after restarting cross-sex hormone therapy.,Cross-sex Hormone Therapy and Neuronal Plasticity,INTERVENTIONAL,UNKNOWN,2017-02-13,2018-08-29,2018-08-29,30,Hospital de Clinicas de Porto Alegre,Estradiol,Brazil,False,18 Years,60 Years,MALE,Gender Dysphoria,likely_include,high,agree_likely_include
NCT03652623,include,recorded_adjudication,Human confirmation: explicit transgender youth population; PrEP and GAHT pharmacokinetics are directly measured.,"Transgender Youth and PrEP: PK, Safety, Uptake & Adherence - PK Study",INTERVENTIONAL,COMPLETED,2018-07-23,2018-08-29,2024-04-01,49,Hektoen Institute for Medical Research,TDF/FTC,United States,False,15 Years,24 Years,ALL,HIV/AIDS; Gender; Behavior and Behavior Mechanisms,likely_include,high,agree_likely_include
NCT03683043,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Comparative Study Between ICSI Results in Transvaginal Ultrasound Guided Embryo Transfer and Transabdominal Ultrasound Guided Embryo Transfer,INTERVENTIONAL,UNKNOWN,2018-09,2018-09-25,2018-09-25,120,Cairo University,Long GnRH agonist protocol; Embryo transfer,Egypt,False,19 Years,37 Years,FEMALE,Invitro Fertilization,obvious_exclude,high,
NCT03725280,include,recorded_adjudication,Human confirmation: explicit transgender male population; ovarian biology is compared before versus after testosterone GAHT exposure.,Micro RNA Profile in the Ovarian Follicle Fluid of Transgender Men,OBSERVATIONAL,UNKNOWN,2018-11-01,2018-10-31,2018-10-31,40,Tel-Aviv Sourasky Medical Center,IVF,,False,18 Years,45 Years,FEMALE,IVF; Fertility Preservation; Infertility,likely_include,high,agree_likely_include
NCT03757117,include,recorded_adjudication,Human confirmation: explicit transgender population; feminizing hormone therapy is a study intervention with hormone levels and adherence monitored.,Gender-Affirmative Transgender Care to Improve the HIV Treatment Cascade,INTERVENTIONAL,COMPLETED,2016-10-01,2018-11-28,2018-11-28,220,"Asociación Civil Impacta Salud y Educación, Peru",Feminizing hormone therapy; Peer navigation,Peru,False,18 Years,,MALE,HIV-1-infection,likely_include,high,agree_likely_include
NCT03784404,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Trans-vaginal Aspiration of Small Ovarian Endometrioma. Comparison of Two Different Techniques Before ICSI,INTERVENTIONAL,UNKNOWN,2018-12,2018-12-21,2018-12-21,100,Cairo University,Transvaginal aspiration; transvaginal aspiration and surgicel injection; Intracytoplasmic sperm injection,Egypt,False,20 Years,40 Years,FEMALE,Ovarian Endometrioma,obvious_exclude,high,
NCT03789331,exclude,recorded_adjudication,"Human confirmation: study examines anogenital distance and endogenous hormones in relation to prenatal androgen exposure, not GAHT.",Anogenital Distance Differences Between Transgender Males and Female Individuals,OBSERVATIONAL,UNKNOWN,2019-04-01,2018-12-28,2019-04-02,150,Uludag University,Anogenital distance measurement,Turkey (Türkiye),False,18 Years,50 Years,FEMALE,Sexual Orientation Conflict Disorder,human_review,medium,likely_exclude
NCT03826563,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Melatonin Effects on Sleep and Circadian Rhythm in Youth and Young Adults With At-risk Symptoms,INTERVENTIONAL,COMPLETED,2019-01-18,2019-02-01,2023-05-09,21,Children's Hospital of Philadelphia,oral melatonin tablets (NatureMade brand); Placebo,United States,False,11 Years,30 Years,ALL,Psychosis; Sleep,obvious_exclude,high,
NCT03836027,exclude,recorded_adjudication,"Human adjudication: GAHT is fertility-related clinical context; the study measures fertility desires and knowledge and does not explicitly analyze GAHT as an intervention, exposure, comparison, monitoring target, pharmacologic variable, or outcome.",Fertility Desires and Reproductive Needs of Transgender People,OBSERVATIONAL,COMPLETED,2019-04-11,2019-02-11,2022-02-09,100,"Central Hospital, Nancy, France",No intervention,France,False,18 Years,,ALL,Fertility Preservation; Parenting; Gender Dysphoria,likely_include,high,likely_exclude
NCT03848234,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,"Estradiol Patch as add-on to Antipsychotics in Patients With Schizophrenia, Schizoaffective or Schizophreniform Disorder",INTERVENTIONAL,COMPLETED,2015-12-04,2019-02-20,2020-05-22,209,Tangent Data,Estradiol; Placebo,Moldova,False,18 Years,45 Years,FEMALE,Schizophrenia; Schizoaffective Disorder; Schizophreniform Disorders,obvious_exclude,high,
NCT03864198,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,"To Evaluate the Effect of Reveratrol,Folic Acid, Vitamin D, Vitamin B12 and B6 in Male Infertility",INTERVENTIONAL,UNKNOWN,2019-01-20,2019-03-06,2019-03-06,20,University Of Perugia,Genante,Italy,False,18 Years,50 Years,MALE,Male Infertility,obvious_exclude,high,
NCT03864913,include,recorded_adjudication,Human confirmation: explicit transgender male adolescent population; subcutaneous versus intramuscular testosterone GAHT is directly compared.,Comparing Subcutaneous Testosterone to Intramuscular Testosterone in Gender Affirming Care of Transgender Male Adolescents,INTERVENTIONAL,COMPLETED,2018-01-26,2019-03-06,2024-04-03,26,Oregon Health and Science University,Testosterone injection; PedsQL questionnarie; Masculinizing effects questionnaire; Medication experience questionnaire,United States,False,14 Years,19 Years,FEMALE,Health Services for Transgender Persons; Transgender Persons,likely_include,high,agree_likely_include
NCT03872648,exclude,recorded_adjudication,Human confirmation: genital-surgery/healthcare-delivery study with no hormone-specific research component.,TransCare - Genital Surgery for Trans Women in Centralized vs. Decentralized Health Care Delivery Settings,OBSERVATIONAL,UNKNOWN,,,2019-11-07,64,,,,False,16 Years,,MALE,Gender Dysphoria; Gender Identity Disorder; Transsexualism; Gender Identity,human_review,medium,likely_exclude
NCT03876145,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,The Four Methods of Ovarian Stimulation in Patients With Polycystic Ovarian Syndrome,INTERVENTIONAL,COMPLETED,2016-11-12,2019-03-15,2021-04-20,120,Royan Institute,Minimal ovarian stimulation,Iran,False,20 Years,38 Years,FEMALE,Polycystic Ovary Syndrome; Ovarian Hyperstimulation Syndrome,obvious_exclude,high,
NCT03878524,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Serial Measurements of Molecular and Architectural Responses to Therapy (SMMART) PRIME Trial,INTERVENTIONAL,TERMINATED,2020-04-01,2019-03-18,2024-03-04,2,OHSU Knight Cancer Institute,Abemaciclib; Abiraterone; Afatinib; Bevacizumab; Bicalutamide; Biospecimen Collection; Bortezomib; Cabazitaxel; Cabozantinib; Capecitabine; Carboplatin; Celecoxib; Cobimetinib; Copanlisib; Dabrafenib; Dacomitinib; Darolutamide; Dasatinib; Doxorubicin; Durvalumab; Enasidenib; Entrectinib; Enzalutamide; Erlotinib; Everolimus; Fluorouracil; Idelalisib; Imatinib; Ipilimumab; Lenvatinib; Leucovorin; Lorlatinib; Losartan; Nab-paclitaxel; Neratinib; Nivolumab; Olaparib; Oxaliplatin; Palbociclib; Panobinostat; Pembrolizumab; Pertuzumab; Ponatinib; Quality-of-Life Assessment; Regorafenib; Ruxolitinib; Sirolimus; Sorafenib; Sunitinib; Trametinib; Trastuzumab Emtansine; Tretinoin; Vemurafenib; Venetoclax; Vismodegib; Vorinostat,United States,False,21 Years,,ALL,"Accelerated Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Anatomic Stage IV Breast Cancer AJCC v8; Anemia; Ann Arbor Stage III Hodgkin Lymphoma; Ann Arbor Stage III Non-Hodgkin Lymphoma; Ann Arbor Stage IV Hodgkin Lymphoma; Ann Arbor Stage IV Non-Hodgkin Lymphoma; Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative; Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Castration-Resistant Prostate Carcinoma; Chronic Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Hematopoietic and Lymphoid System Neoplasm; Locally Advanced Pancreatic Adenocarcinoma; Metastatic Breast Carcinoma; Metastatic Malignant Solid Neoplasm; Metastatic Pancreatic Adenocarcinoma; Myelodysplastic/Myeloproliferative Neoplasm With Ring Sideroblasts and Thrombocytosis; Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable; Primary Myelofibrosis; Recurrent Acute Lymphoblastic Leukemia; Recurrent Acute Myeloid Leukemia; Recurrent Chronic Lymphocytic Leukemia; Recurrent Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Recurrent Hematologic Malignancy; Recurrent Hodgkin Lymphoma; Recurrent Myelodysplastic Syndrome; Recurrent Myelodysplastic/Myeloproliferative Neoplasm; Recurrent Myeloproliferative Neoplasm; Recurrent Non-Hodgkin Lymphoma; Recurrent Plasma Cell Myeloma; Recurrent Small Lymphocytic Lymphoma; Refractory Acute Lymphoblastic Leukemia; Refractory Acute Myeloid Leukemia; Refractory Chronic Lymphocytic Leukemia; Refractory Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Refractory Chronic Myelomonocytic Leukemia; Refractory Hematologic Malignancy; Refractory Hodgkin Lymphoma; Refractory Malignant Solid Neoplasm; Refractory Myelodysplastic Syndrome; Refractory Myelodysplastic/Myeloproliferative Neoplasm; Refractory Non-Hodgkin Lymphoma; Refractory Plasma Cell Myeloma; Refractory Primary Myelofibrosis; Refractory Small Lymphocytic Lymphoma; Stage II Pancreatic Cancer AJCC v8; Stage III Pancreatic Cancer AJCC v8; Stage IV Pancreatic Cancer AJCC v8; Stage IV Prostate Cancer AJCC v8; Unresectable Pancreatic Adenocarcinoma",obvious_exclude,high,
NCT03899896,exclude,recorded_adjudication,"Human confirmation: voice-feminization study; GAHT is background context and not the intervention, exposure, comparison, monitoring target, or analyzed outcome.",Voice Feminisation in Transgender Women,OBSERVATIONAL,COMPLETED,,,2022-07-25,77,,,,False,18 Years,,MALE,Speech Therapy; Transgender Women; Gender Dysphoria,human_review,medium,likely_exclude
NCT03964779,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Prevalence of Thyroid Dysfunction and Anti-thyroid Antibodies in Infertile Women,OBSERVATIONAL,UNKNOWN,2019-05,2019-05-28,2019-05-28,120,Cairo University,Hormonal assay; Antibody assay,Egypt,False,20 Years,40 Years,FEMALE,"Infertility, Female",obvious_exclude,high,
NCT03989778,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Vitamin D and Polycystic Ovarian Syndrome (PCOS),INTERVENTIONAL,RECRUITING,2023-02-01,2019-06-18,2025-02-19,300,Aga Khan University,Vitamin D,Pakistan,False,18 Years,36 Years,ALL,"Infertility, Female; Infertility; Vitamin D Deficiency",obvious_exclude,high,
NCT04028219,include,recorded_adjudication,Human confirmation: explicit TGD population; prospective outcomes are measured across initiation and continuation of GAHT.,Transgender In Transition,OBSERVATIONAL,RECRUITING,2019-05-15,2019-07-22,2022-11-08,750,Universitätsklinikum Hamburg-Eppendorf,Online surveys,Germany; Switzerland,False,18 Years,,ALL,Gender Incongruence,likely_include,high,agree_likely_include
NCT04036500,include,recorded_adjudication,Human confirmation: explicit transgender women population; oral versus sublingual estradiol pharmacokinetics are directly compared.,Transgender Estradiol,INTERVENTIONAL,COMPLETED,2019-09-23,2019-07-29,2025-04-11,11,Medical College of Wisconsin,Estradiol,United States,True,18 Years,,ALL,Transgender Persons,likely_include,high,agree_likely_include
NCT04050371,include,recorded_adjudication,Human confirmation: explicit TGD population; PrEP interactions with feminizing/masculinizing hormone therapy are directly evaluated.,Study of Truvada for HIV Pre Exposure Prophylaxis Using Daily Directly Observed Therapy to Look at Potential Interactions Between Truvada and Hormone Therapy,INTERVENTIONAL,COMPLETED,2017-08-03,2019-08-08,2021-05-11,48,"University of California, San Francisco",200 mg emtricitabine and 300 mg tenofovir disoproxil fumarate,United States,True,18 Years,65 Years,ALL,HIV Prevention; Transgender Health,likely_include,high,agree_likely_include
NCT04064671,exclude,recorded_adjudication,Human confirmation: penile-implant surgical-outcomes study after phalloplasty with no GAHT research component.,ZEPHYR: A Study Evaluating Surgical Outcome After Implantation of the Zephyr ZSI 475 FTM Inflatable Penile Implant in the Neophallus After Female-to-male Sex Reassignment Surgery,OBSERVATIONAL,RECRUITING,,,2024-01-30,100,,Implantation of the Zephyr ZSI 475 FTM erectile implant,,False,18 Years,100 Years,ALL,Erectile Dysfunction; Gender Dysphoria,human_review,medium,likely_exclude
NCT04066283,include,recorded_adjudication,Human confirmation: explicit transgender women population; vascular and metabolic outcomes are studied in relation to GAHT.,Effects of Aging and Gender-Affirming Hormone Therapy on Vascular Endothelial Function and Metabolic Profiles in Transgender Women,OBSERVATIONAL,COMPLETED,2019-04-17,2019-08-26,2024-09-19,29,"University of Colorado, Denver",No intervention,United States,False,18 Years,75 Years,ALL,Transgender; Gender Identity; Vascular Stiffness; Vascular Inflammation; Insulin Sensitivity; Blood Pressure; Lipid Disorder; Appetitive Behavior,likely_include,high,agree_likely_include
NCT04071574,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Comparative Study on the Efficacy of Ovarian Stimulation Protocols on the Success Rate of ICSI in Female Infertility,INTERVENTIONAL,COMPLETED,2018-02-01,2019-08-28,2023-05-09,200,Lebanese University,Human Chorionic Gonadotropin (hCG); Gonadotropins; GNRH-A Triptorelin; GnRH antagonist,Lebanon,False,21 Years,44 Years,FEMALE,Female Infertility; Female Infertility Due to Ovulatory Disorder; Premature Ovarian Failure; Polycystic Ovary Syndrome; Female Infertility of Tubal Origin; Ectopic Pregnancy; Salpingitis; Female Infertility Due to Tubal Block; Female Infertility Due to Tubal Occlusion; Hydrosalpinx; Female Infertility - Cervical/Vaginal; Female Infertility Endocrine; Endometriosis; Fibroids; Congenital Uterine Anomaly; Infections Uterine; Female Infertility of Other Origin,obvious_exclude,high,
NCT04077138,exclude,recorded_adjudication,"Human adjudication: this NCT is the qualitative PrEP intervention-development phase; GAHT/PrEP pharmacokinetics are studied in the separate PK record NCT03652623, not as an analytic variable in this record.","Transgender Youth and PrEP: PK, Safety, Uptake & Adherence - Intervention Development",OBSERVATIONAL,COMPLETED,2019-01-01,2019-09-04,2024-04-01,80,Hektoen Institute for Medical Research,,United States,False,15 Years,24 Years,ALL,HIV/AIDS; Gender; Behavior and Behavior Mechanisms,likely_include,high,downgrade_human_review
NCT04077151,exclude,recorded_adjudication,"Human adjudication: this NCT evaluates PrEP acceptability and adherence; stable GAHT is eligibility/background, while the GAHT/PrEP pharmacokinetic work is registered separately as NCT03652623.","Transgender Youth and PrEP: PK, Safety, Uptake & Adherence - Demonstration Project",INTERVENTIONAL,COMPLETED,2022-03-14,2019-09-04,2024-04-02,51,Hektoen Institute for Medical Research,PrEP Demonstration Project,United States,False,15 Years,24 Years,ALL,HIV/AIDS; Gender; Behavior and Behavior Mechanisms,likely_include,high,likely_exclude
NCT04093518,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Estradiol as add-on to Antipsychotics,INTERVENTIONAL,UNKNOWN,2019-12-02,2019-09-18,2020-05-26,100,Tangent Data,Estradiol; Placebo,Moldova,False,38 Years,48 Years,FEMALE,Schizophrenia; Schizoaffective Disorder; Schizophreniform Disorders,obvious_exclude,high,
NCT04096053,exclude,recorded_adjudication,Human confirmation: provider education/competency intervention; no GAHT research component.,Transgender Education for Affirmative and Competent HIV and Healthcare,INTERVENTIONAL,COMPLETED,,,2020-07-31,78,,TEACHH,,False,18 Years,,ALL,"Stigma, Social; HIV/AIDS; Health Care Acceptability",human_review,medium,likely_exclude
NCT04107480,exclude,recorded_adjudication,Human confirmation: the trial compares prolactinoma surgery with dopamine-agonist treatment; it has no explicitly defined TGD population and no GAHT research component.,PRolaCT - Three Prolactinoma RCTs,INTERVENTIONAL,UNKNOWN,2019-06-21,2019-09-27,2020-07-20,880,Leiden University Medical Center,Endoscopic trans-sphenoidal adenoma resection; Dopamine Agonists,Netherlands,False,18 Years,,ALL,Prolactinoma; Prolactin-Producing Pituitary Tumor,obvious_exclude,high,agree_obvious_exclude
NCT04128488,include,recorded_adjudication,Human confirmation: explicit transgender women population; cardiometabolic outcomes are measured before and after GAHT.,Effects of Gender-Affirming Hormone Therapy Among Transgender Women,OBSERVATIONAL,COMPLETED,2019-11-01,2019-10-16,2025-05-18,33,Massachusetts General Hospital,"Abdominal MR Imaging; Cardiac MRI/MRS; Oral Glucose Tolerance Testing; Whole Body, Lumbar Spine, and Hip DEXA Imaging",United States,False,16 Years,99 Years,MALE,Transgender Women; HIV/AIDS; Cardiovascular Diseases; Metabolic Disease; Coagulopathy,likely_include,high,agree_likely_include
NCT04149028,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Platelet Rich Plasma Injection Into Ovary of Patients With Premature Ovarian Insufficiency,INTERVENTIONAL,COMPLETED,2019-12-01,2019-11-04,2023-02-17,16,Tanta University,PRP injection inside the ovary by laparoscoy. The injection volume is 2 ml,Egypt,False,18 Years,35 Years,FEMALE,Premature Ovarian Failure,obvious_exclude,high,
NCT04160364,exclude,recorded_adjudication,Human confirmation: qualitative study of parents' perspectives on children with gender dysphoria; no GAHT research component.,Gender Dysphoria in Children and Adolescents : Parents' Perspectives,OBSERVATIONAL,UNKNOWN,,,2020-08-13,20,,qualitative study,,False,18 Years,,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT04195659,exclude,recorded_adjudication,Human confirmation: top-surgery versus no-surgery study; testosterone is used for matching/background rather than as an analyzed GAHT exposure.,Chest Dysphoria in Transmasculine Spectrum Adolescents,OBSERVATIONAL,COMPLETED,2019-10-29,2019-12-12,2022-06-10,81,Northwestern University,Mastectomy and chest masculinization,United States,False,13 Years,25 Years,FEMALE,Gender Dysphoria,human_review,medium,likely_exclude
NCT04203381,exclude,recorded_adjudication,"Human confirmation: puberty-suppression-only study using a GnRH agonist, with no explicit estradiol/testosterone GAHT research component.",Skeletal Health and Bone Marrow Composition Among Youth,INTERVENTIONAL,TERMINATED,2020-09-15,2019-12-18,2026-04-03,78,"Amy DiVasta, MD",GnRH Agonist,United States,False,9 Years,14 Years,ALL,Gender Dysphoria in Children; Puberty; Bone Development,likely_include,high,agree_likely_include
NCT04217707,exclude,recorded_adjudication,Human confirmation: therapeutic support-group intervention around surgery; no GAHT research component.,Transgender Therapeutic Support Groups,INTERVENTIONAL,WITHDRAWN,,,2022-07-05,0,,Pre- and Post-Surgical Transgender Therapeutic Support Group,,False,18 Years,,ALL,Gender Dysphoria in Adolescents and Adults,human_review,medium,likely_exclude
NCT04237467,include,recorded_adjudication,Human confirmation: explicit transgender men population; vascular and metabolic outcomes are studied in relation to testosterone GAHT.,Effects of Aging and Gender-Affirming Hormone Therapy on Vascular Endothelial Function and Metabolic Profiles in Transgender Men,OBSERVATIONAL,COMPLETED,2020-01-29,2020-01-23,2024-09-19,16,"University of Colorado, Denver",No intervention,United States,False,18 Years,75 Years,ALL,Transgender; Gender Identity; Vascular Stiffness; Vascular Inflammation; Blood Pressure; Lipid Disorder; Appetitive Behavior,likely_include,high,agree_likely_include
NCT04254354,include,recorded_adjudication,Human confirmation: explicit TGD population; physiologic outcomes are measured before and during testosterone treatment.,"Transgender Men, Non-binary Persons and Testosterone Treatment BODY IDENTITY CLINIC",OBSERVATIONAL,RECRUITING,2020-03-03,2020-02-05,2025-08-13,200,Marianne Andersen,,Denmark,False,18 Years,,FEMALE,Transgenderism,likely_include,high,agree_likely_include
NCT04265885,exclude,recorded_adjudication,"Human confirmation: qualitative transition-experience study; GAHT is not an intervention, exposure, comparison, monitoring target, or analyzed outcome.",Gender Dysphoria and Transition,OBSERVATIONAL,UNKNOWN,,,2020-08-11,10,,collection of testimonies from transgender people,,False,18 Years,,ALL,Gender Dysphoria,human_review,medium,likely_exclude
NCT04283656,include,recorded_adjudication,Human confirmation: explicit transgender women population; estradiol/spironolactone are directly studied in an antiretroviral drug-interaction design.,Evaluating Drug Interactions Between Doravirine With Estradiol and Spironolactone in Healthy Transgender Women,INTERVENTIONAL,COMPLETED,2022-01-04,2020-02-25,2025-03-26,8,Thomas Jefferson University,Doravirine/Lamivudine/Tenofovir; Spironolactone 100mg; Estradiol 2mg; Placebo,United States,True,18 Years,45 Years,FEMALE,Transgender Health; Gender Dysphoria; Transgender Women; Human Immunodeficiency Virus,likely_include,high,agree_likely_include
NCT04290286,exclude,recorded_adjudication,"Human confirmation: telehealth model-of-care trial; transition treatment may occur within care, but GAHT itself is not a registered analytic variable.","i2TransHealth: Interdisciplinary, Internet-based Trans Health Care",INTERVENTIONAL,COMPLETED,,,2022-11-04,186,,i2TransHealth,,False,18 Years,,ALL,Gender Dysphoria; Gender Identity Disorder; Transsexualism; Gender Identity; Gender Incongruence,human_review,medium,likely_exclude
NCT04309760,include,recorded_adjudication,Human confirmation: explicit TGD population; brain-connectome outcomes are measured before and after hormone therapy initiation.,Developmental Correlates and Hormone Therapy Effects in Gender Dysphoria,INTERVENTIONAL,WITHDRAWN,2021-02,2020-03-16,2026-06-10,0,Hôpital le Vinatier,MRI,,False,18 Years,50 Years,MALE,Gender Dysphoria,likely_include,high,agree_likely_include
NCT04321551,include,recorded_adjudication,Human confirmation: explicit TGD population; exogenous testosterone effects on ovarian and hormone dynamics are directly studied.,Hormone Secretion in Transgender Males,INTERVENTIONAL,WITHDRAWN,2023-07-01,2020-03-25,2025-01-13,0,"University of California, San Diego",Testosterone Cyp 200Mg/Ml Inj (in Oil); Letrozole,,False,18 Years,35 Years,FEMALE,Transgender; Healthy,likely_include,high,agree_likely_include
NCT04326569,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Copeptin in the Diagnosis of Post-operative Insipidus Diabetes After Pituitary Surgery,INTERVENTIONAL,COMPLETED,2022-01-03,2020-03-30,2024-06-13,57,CHU de Reims,Blood sample,France,False,18 Years,,ALL,Pituitary Surgery,obvious_exclude,high,
NCT04336891,exclude,recorded_adjudication,"Human confirmation: the registered population is cisgender women receiving testosterone for sexual dysfunction/menopausal-related indications, not a TGD population.",Effect of Testosterone Treatment on Clitoral Arteries' Hemodynamic Parameters.,OBSERVATIONAL,COMPLETED,2019-03-20,2020-04-07,2020-04-07,81,University of Florence,Testosterone gel; Estradiol ovules; Moisturizer; Testosterone gel + Estradiol ovules,Italy,False,18 Years,,FEMALE,"Hypoactive Sexual Desire Disorder; Vulvovaginal Disease; Menopause Related Conditions; Dyspareunia (Female Excluding Psychogenic); Hypoestrogenism; Arousal Disorders, Sexual",likely_include,high,agree_likely_include
NCT04361175,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Cost Effectiveness Analysis for Induction of Ovulation in the Polycystic Ovary Syndrome by Letrozole Versus Clomiphene Citrate,INTERVENTIONAL,UNKNOWN,2021-03,2020-04-24,2021-01-20,212,Assiut University,Letrozole; Clomiphine Citrate,,False,18 Years,35 Years,FEMALE,Infertility,obvious_exclude,high,
NCT04371783,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,A Randomized Trial Comparing the Live Birth Rate of Immediate Versus Delayed FET Following a Freeze-all Strategy,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2020-05-04,2020-05-01,2026-02-02,828,ShangHai Ji Ai Genetics & IVF Institute,Immediate FET; Delayed FET,China,False,20 Years,40 Years,FEMALE,IVF; Frozen Embryo Transfer,obvious_exclude,high,
NCT04374708,include,recorded_adjudication,Human confirmation: explicit TGD population; body-perception and brain outcomes are compared before and after cross-sex hormone therapy.,Gender Identity and Own Body Perception,OBSERVATIONAL,TERMINATED,2018-02-22,2020-05-05,2023-03-22,132,"University of California, Los Angeles",fMRI,United States,False,18 Years,40 Years,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT04378439,include,recorded_adjudication,"Human confirmation: explicit transgender population; medically supervised GAHT use, desire, uptake, and knowledge are explicit intervention targets/outcomes.",Appalachian Partnership to Reduce Disparities (Aim 2),INTERVENTIONAL,RECRUITING,,,2026-05-26,141,,Peer Navigation; mHealth,,False,18 Years,,ALL,HIV/AIDS; STI; HCV,human_review,medium,likely_exclude
NCT04414748,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Comparison of the Euploid Rate of Blastocyst Between PPOS and GnRH Antagonist Protocol in Patients Undergoing PGT-A,INTERVENTIONAL,COMPLETED,2020-06-10,2020-06-04,2025-05-31,400,ShangHai Ji Ai Genetics & IVF Institute,GnRH antagonist; oral Duphaston,China,False,20 Years,43 Years,FEMALE,Preimplantation Genetic Testing; Progestin-primed Ovarian Stimulation; Euploid Rate; GnRH Antagonist,obvious_exclude,high,
NCT04414761,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Live Birth Rate Between PPOS and GnRH Antagonist Protocol in Patients With Anticipated High Ovarian Response,INTERVENTIONAL,COMPLETED,2020-06-04,2020-06-04,2023-08-30,784,ShangHai Ji Ai Genetics & IVF Institute,Progesterone; GnRH Antagonist,China,False,20 Years,43 Years,FEMALE,IVF; GnRH Antagonist; PPOS,obvious_exclude,high,
NCT04440722,include,recorded_adjudication,"Human confirmation: explicit transgender cohort; hormone levels, safety measures, and clinical outcomes are followed before and after GAHT.",Prospective Observational Study and Biobank CKIO,OBSERVATIONAL,SUSPENDED,2020-09-01,2020-06-22,2025-03-21,100,Odense University Hospital,,Denmark,False,18 Years,,ALL,Transgender,likely_include,high,agree_likely_include
NCT04448418,include,recorded_adjudication,Human confirmation: explicit trans population; monitoring and continuation of hormone treatment are explicit study outcomes in the telemedicine evaluation.,The Impact of COVID-19 Outbreak on Trans-population's Health in Italy,OBSERVATIONAL,COMPLETED,2020-05-20,2020-06-25,2021-04-29,111,Unita Complessa di Ostetricia e Ginecologia,web based survey,Italy,False,18 Years,100 Years,ALL,Transgender Persons; Coronavirus; Coronavirus Infection; COVID; COVID-19,human_review,medium,likely_include
