nct_id,final_screening,decision_basis,adjudication_reason,brief_title,study_type,overall_status,start_date,study_first_post_date,registry_last_update_post_date,enrollment,lead_sponsor,interventions,countries,has_results,minimum_age,maximum_age,sex,conditions,flash_triage,flash_confidence,sol_audit
NCT04971447,include,recorded_adjudication,Human confirmation: explicit transgender population; endothelial outcomes are studied in relation to testosterone or feminizing hormone treatment.,Extracellular Vesicles and Endothelial Function in Transgender Subjects,INTERVENTIONAL,UNKNOWN,2022-08,2021-07-21,2022-07-25,136,"Central Hospital, Nancy, France",gender affirming hormonal treatment in transgender men; gender affirming hormonal treatment in transgender women,,False,18 Years,49 Years,ALL,Transgenderism,likely_include,high,agree_likely_include
NCT04977765,include,recorded_adjudication,Human confirmation: explicit transgender male population; cardiometabolic outcomes are measured longitudinally after gender-affirming testosterone therapy.,Cardiometabolic Health in Transgender Males,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2021-09-30,2021-07-27,2025-10-03,90,Medical College of Wisconsin,,United States,False,12 Years,30 Years,ALL,Transgender; Transgenderism,likely_include,high,agree_likely_include
NCT05010707,include,recorded_adjudication,Human confirmation: explicit transgender women population; estradiol regimens are directly compared with hormone-suppression and safety outcomes measured.,Transgender Estradiol Affirming Therapy,INTERVENTIONAL,COMPLETED,2021-08-02,2021-08-18,2024-11-26,39,Washington University School of Medicine,Transdermal patch; Pro-thrombotic markers; Metabolic markers; Hormone Profile; Daily Sublingual Tablet; BID Sublingual Tablet; Spironolactone,United States,True,18 Years,30 Years,MALE,Transgenderism,likely_include,high,agree_likely_include
NCT05116293,include,recorded_adjudication,Human confirmation: explicit TGD population; testosterone GAHT effects on drug metabolism and transport are directly studied.,Effect of Testosterone Treatment on Drug Metabolism and Transport,OBSERVATIONAL,COMPLETED,2021-05-01,2021-11-11,2026-05-04,14,University of Washington,Midazolam oral solution; Digoxin Oral Tablet; Acetaminophen Oral Tablet,United States,False,18 Years,60 Years,ALL,Transgender Persons,likely_include,high,agree_likely_include
NCT05166083,include,recorded_adjudication,Human confirmation: explicit transgender men population; voice outcomes are measured longitudinally during testosterone GAHT.,Investigation of the Perceptual and Acoustic Voice in Trans Man,OBSERVATIONAL,COMPLETED,2022-03-11,2021-12-21,2025-07-08,26,Hacettepe University,Testosterone Hormon Therapy,Turkey (Türkiye),False,18 Years,60 Years,FEMALE,Gender Dysphoria; Voice Disorder Due to Transsexualism; Transgender Persons; Hormone Replacement Therapy,likely_include,high,agree_likely_include
NCT05169762,include,recorded_adjudication,Human confirmation: explicit transgender women/nonbinary population; long-term cardiovascular outcomes are studied during feminizing GAHT.,Feminizing Treatment in Transgender Women and Non-binary Persons,OBSERVATIONAL,RECRUITING,2022-02-01,2021-12-27,2025-03-21,100,Odense University Hospital,standard treatment,Denmark,False,18 Years,,MALE,Transgenderism,likely_include,high,agree_likely_include
NCT05195164,include,recorded_adjudication,Human confirmation: explicit transgender population; sex-hormone concentrations are repeatedly monitored alongside vascular and metabolic outcomes in participants receiving GAHT.,The Effects of Orchiectomy and Age on Vascular and Metabolic Health in Older Versus Younger Transgender Women,OBSERVATIONAL,COMPLETED,2021-03-22,2022-01-18,2024-09-19,17,"University of Colorado, Denver",No intervention,United States,False,18 Years,99 Years,ALL,Transgender; Gender Identity; Vascular Stiffness; Vascular Inflammation; Insulin Sensitivity; Blood Pressure; Lipid Disorder; Appetitive Behavior,human_review,medium,likely_include
NCT05318755,include,recorded_adjudication,Human confirmation: explicit TGD population; physical and psychological effects of GAHT are explicit study aims.,China Gender-affirming Hormone Therapy Study,OBSERVATIONAL,RECRUITING,2022-04-16,2022-04-08,2024-11-07,240,Peking University Third Hospital,GAHT for transgender men; GAHT for transgender women,China,False,18 Years,40 Years,ALL,Transgender; Gender Incongruence,likely_include,high,agree_likely_include
NCT05334888,include,recorded_adjudication,Human confirmation: explicit TGD population; longitudinal microbiome and cardiovascular-risk outcomes are studied in relation to hormone therapy.,Sex-differential Host-microbiome CVD Risk - A Longitudinal Cohort Approach,OBSERVATIONAL,RECRUITING,2022-08-29,2022-04-19,2026-06-15,200,"Charite University, Berlin, Germany",,Germany,False,18 Years,50 Years,ALL,Transgender; Gut Microbiome; Immune System; Cardiovascular Risk Factors,likely_include,high,agree_likely_include
NCT05387577,include,recorded_adjudication,"Human confirmation: explicit transgender women population; oral, sublingual, and transdermal estradiol regimens are directly compared for coagulation/fibrinolysis outcomes.",Coagulation and Fibrinolysis of Estradiol in Transwomen,INTERVENTIONAL,TERMINATED,2021-12-07,2022-05-24,2022-12-21,6,Medical College of Wisconsin,Estradiol Tablets; Transdermal patch; Estradiol Tablets,United States,False,18 Years,,MALE,Transgenderism; Clotting Disorder,likely_include,high,agree_likely_include
NCT05428215,include,recorded_adjudication,Human confirmation: explicit transgender women population; oral versus sublingual 17-beta-estradiol pharmacokinetics are directly compared.,Comparison of PKs of 17-Beta-Estradiol Via Sublingual Placement Versus Swallowing in Male-to-Female Transgender Patients,INTERVENTIONAL,TERMINATED,2022-12-29,2022-06-23,2023-07-27,2,MaineHealth,17beta Estradiol,United States,False,18 Years,,MALE,Gender Dysphoria,likely_include,high,agree_likely_include
NCT05442463,include,recorded_adjudication,Human confirmation: explicit transgender populations; cardiorenal physiology is analyzed in relation to exogenous estrogen or testosterone exposure.,Hormone Therapy and Angiotensin-Dependent Arterial and Renal Vasoconstriction in Humans,OBSERVATIONAL,RECRUITING,2020-11-30,2022-07-05,2025-03-27,200,University of Calgary,Captopril Tablets; Iohexol,Canada,False,18 Years,90 Years,ALL,Hormone Therapy,likely_include,high,agree_likely_include
NCT05469204,include,recorded_adjudication,Human confirmation: explicit TGD population; estradiol GAHT effects on drug metabolism and transport are directly studied.,Effect of Estrogen Treatment on Drug Metabolism and Transport,INTERVENTIONAL,COMPLETED,2022-11-01,2022-07-21,2026-01-09,22,University of Washington,Midazolam oral solution; Digoxin Oral Tablet; Acetaminophen Oral Tablet; Midazolam Injectable Solution,United States,False,18 Years,55 Years,ALL,Transgender Persons,likely_include,high,agree_likely_include
NCT05487794,include,recorded_adjudication,Human confirmation: explicit transgender men population; testosterone cypionate dosing strategies are directly compared for GAHT-associated erythrocytosis.,Effect of Dose Fractionation of Testosterone Cypionate on Transgender Men with Erythrocytosis,INTERVENTIONAL,COMPLETED,2022-09-01,2022-08-04,2025-03-28,46,University of Sao Paulo,Testosterone Cypionate 100 MG/ML,Brazil,False,18 Years,40 Years,FEMALE,Testosterone; Transsexualism; Hematologic Diseases,likely_include,high,agree_likely_include
NCT05489159,include,recorded_adjudication,Human confirmation: explicit transgender adolescent population; sleep and insulin-resistance outcomes are measured before and after testosterone or estradiol GAHT initiation.,Sleep and IR in Transgender Adolescents,OBSERVATIONAL,COMPLETED,2022-10-12,2022-08-05,2025-01-16,10,Duke University,,United States,False,12 Years,18 Years,ALL,Sleep Disorder; Insulin Resistance; Gender Dysphoria,likely_include,high,agree_likely_include
NCT05583058,include,recorded_adjudication,Human confirmation: explicit TGD population; hormone overdose/misuse versus regular GAHT use is directly studied.,Sex Hormone Overdose and Misuse in Chinese Transgender and Gender Non-conforming Population,OBSERVATIONAL,NOT_YET_RECRUITING,2022-12-15,2022-10-17,2022-10-17,260,Xiamen University,Hormone Overdose and Misuse,China,False,12 Years,,ALL,Gender Incongruence; Gender Dysphoria,likely_include,high,agree_likely_include
NCT05587751,include,recorded_adjudication,Human confirmation: explicit TGD population; pulmonary-function changes are evaluated in relation to masculinizing or feminizing hormone therapy.,Evaluation of Gender-Affirming Treatments on Pulmonary Function in Transgender and Gender Diverse Patients,INTERVENTIONAL,RECRUITING,2023-02-01,2022-10-20,2026-05-18,44,Mayo Clinic,Spirometry; Plethysmography,United States,False,14 Years,,ALL,Hormonal Gender-Affirming Therapy,likely_include,high,agree_likely_include
NCT05607303,include,recorded_adjudication,Human confirmation: explicit transgender youth population; headache and brain outcomes are measured before and after estrogen GAHT.,Effect of Hormones on Frequency of Headache and Brain Structure and Function in Puberty,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2021-12-14,2022-11-07,2025-07-04,140,"University of Colorado, Denver",Clinical estrogen therapy,United States,False,9 Years,20 Years,ALL,Headache; Gender Identity,likely_include,high,agree_likely_include
NCT05649605,include,recorded_adjudication,Human confirmation: explicit transgender men population; early psychological effects of testosterone GAHT are directly tested.,Early Mental Response - The EMRE Study,INTERVENTIONAL,RECRUITING,2023-03-07,2022-12-14,2023-03-08,70,Karolinska University Hospital,Testosterone treatment; Placebo treatment,Sweden,False,18 Years,99 Years,FEMALE,Gender Dysphoria; Gender Identity; Gender Issues,likely_include,high,agree_likely_include
NCT05663892,include,recorded_adjudication,Human confirmation: explicit transgender women population; drug-drug interactions between feminizing hormone therapy and HIV treatment are directly evaluated.,Drug-Drug Interaction Study in Trans Women Living With HIV,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2022-11-23,2022-12-23,2024-09-26,45,Maple Leaf Research,Biktarvy 50/200/25 Tab; Estradiol Tablets,Canada,False,18 Years,,ALL,Hiv; Transgenderism,likely_include,high,agree_likely_include
NCT05787470,include,recorded_adjudication,Human confirmation: explicit TGD population; nociceptive and biologic outcomes are compared by testosterone/estradiol hormone status.,State of Hormones Impact Nociceptive Expression,OBSERVATIONAL,RECRUITING,2023-03-01,2023-03-28,2026-07-02,120,University of Alabama at Birmingham,Quantative sensory testing; Blood Draw,United States,False,18 Years,65 Years,ALL,Pain; Gender Identity,likely_include,high,agree_likely_include
NCT05863676,include,recorded_adjudication,Human confirmation: explicit TGD population; prior hormone therapy is explicitly investigated in relation to ovarian tissue and follicle measures.,Ovarian Tissue Cryopreservation in the Setting of Gender-affirming Therapy,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2020-07-14,2023-05-18,2026-07-09,20,University of Pittsburgh,Oophorectomy; Infectious Disease Testing,United States,False,9 Years,,FEMALE,Gender Dysphoria; Transgender,human_review,medium,likely_include
NCT05865262,include,recorded_adjudication,Human confirmation: explicit TGD population; effects of masculinizing and feminizing GAHT on cardiac repolarization are directly studied.,Protocol TRANS and QT Repolarization,OBSERVATIONAL,COMPLETED,2021-11-16,2023-05-18,2024-04-12,120,"University Hospital, Bordeaux",ECG; blood test (assessing ionic and hormonal circulating levels),France,False,18 Years,,ALL,Transgender Individuals; QTc Interval,likely_include,high,agree_likely_include
NCT05891795,include,recorded_adjudication,Human confirmation: explicit transgender male/TGD population; masculinizing testosterone therapy is an explicit exposure tied to steroid-related acne and testosterone levels are monitored.,Clascoterone for Steroid-related Acne Vulgaris in Transgender Male Patients Receiving Masculinizing Hormone Therapy,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2024-07-22,2023-06-07,2026-04-30,18,Stanford University,Clascoterone 1% Top Cream; Vehicle,United States,False,16 Years,,ALL,Acne Vulgaris,likely_include,high,agree_likely_include
NCT06005610,include,recorded_adjudication,Human confirmation: explicit transgender women population; interactions between estradiol therapy and HIV antiretroviral treatment are directly studied.,Estradiol Therapy In Transgender Women to Research Interactions With HIV Therapy,INTERVENTIONAL,TERMINATED,2024-01-04,2023-08-22,2026-04-08,93,National Institute of Allergy and Infectious Diseases (NIAID),Estradiol,Mexico; Peru; Thailand; United States,True,18 Years,,MALE,HIV I Infection,likely_include,high,agree_likely_include
NCT06022562,include,recorded_adjudication,Human confirmation: explicit TGD population; outcomes are directly compared between participants with versus without GAHT.,Effects of Gender-affirming Hormone Therapy on Transgender People,OBSERVATIONAL,COMPLETED,2024-01-08,2023-09-05,2025-08-22,227,National Taiwan University,,Taiwan,False,18 Years,,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT06074796,include,recorded_adjudication,Human confirmation: explicit TGD population; prior hormone therapy is analyzed as a determinant in fertility-preservation profiles.,The Determinants of Fertility Preservation in TRANSgender Patients.,OBSERVATIONAL,UNKNOWN,2023-09-25,2023-10-10,2024-03-26,230,"Central Hospital, Nancy, France",No intervention.,France,False,18 Years,60 Years,ALL,Fertility Preservation; Transgender; Transgenderism,human_review,medium,likely_include
NCT06083766,include,recorded_adjudication,Human confirmation: explicit TGD population; skeletal-muscle metabolic and physiologic responses are studied in relation to GAHT.,Metabolic and Physiologic Responses to Hormone Therapy in Transgender and Gender Diverse People,OBSERVATIONAL,RECRUITING,2024-01-04,2023-10-16,2026-08-05,24,Mayo Clinic,hormone therapy,United States,False,18 Years,40 Years,ALL,"Effects of GAHT, on Skeletal Muscle in TGD",likely_include,high,agree_likely_include
NCT06116201,include,recorded_adjudication,Human confirmation: explicit transgender women population; physical-fitness and vascular outcomes are studied in relation to long-term feminizing hormone therapy.,Influences of Long Term Hormone Therapy on Physical Fitness and Vascular Function in Transgender Women,INTERVENTIONAL,COMPLETED,2020-08-15,2023-11-03,2023-11-28,60,Chulalongkorn University,Estradiol; Estradiol and Anti-Androgen; No intervention,Thailand,False,20 Years,35 Years,ALL,Transgender Women,likely_include,high,agree_likely_include
NCT06149065,include,recorded_adjudication,Human confirmation: explicit trans men population; acne severity is explicitly analyzed in relation to masculinizing hormone therapy.,Factors Associated With the Acne Severity Among Transmen Population: a Cross-sectional Study,OBSERVATIONAL,COMPLETED,2021-06-05,2023-11-28,2023-11-28,247,Mahidol University,Testosterone,Thailand,False,18 Years,,FEMALE,Acne; Transgenderism,likely_include,high,agree_likely_include
NCT06230770,include,recorded_adjudication,Human confirmation: explicit TGD population; bleeding patterns are studied prospectively during initiation of gender-affirming testosterone therapy.,Impact of Progestin-only Contraception on Bleeding Patterns in Individuals Initiating GATT,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2024-02-01,2024-01-30,2025-07-09,160,"University of California, San Diego",Bleeding data,United States,False,18 Years,50 Years,ALL,Gender; Contraception,likely_include,high,agree_likely_include
NCT06234488,include,recorded_adjudication,Human confirmation: explicit TGD breast-cancer population; prior GAHT use and GAHT management are explicitly analyzed with tumor characteristics and treatment context.,Multi-Institutional Transgender & Gender-Diverse Breast Cancer Study,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2023-12-08,2024-01-31,2026-01-12,125,Medical College of Wisconsin,,United States,False,18 Years,,ALL,Breast Cancer; Breast Neoplasms; Breast Adenocarcinoma; Breast Cancer Stage; Breast Cancer Stage IV; Breast Cancer Invasive; Breast Cancer in Situ,likely_include,high,agree_likely_include
NCT06245681,include,recorded_adjudication,Human confirmation: explicit TGD population; cardiac and organ-fat outcomes are measured before and after cross-sex hormone treatment.,"Effects of Cross-sex Hormone Treatment on Cardiac Function, Myocardial and Hepatic Fat Content",OBSERVATIONAL,RECRUITING,2017-10-20,2024-02-07,2025-10-03,40,Medical University of Vienna,gender affirming hormone therapy,Austria,False,18 Years,99 Years,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT06247267,include,recorded_adjudication,"Human confirmation: explicit transgender active-duty population; long-term effects of estradiol/testosterone sex-steroid therapy are measured on bone, body composition, cognition, and quality of life.",The Effect of Sex Steroid Replacement Therapy in the Hypogonadism and Transgender Active-Duty Population,OBSERVATIONAL,RECRUITING,2021-03-09,2024-02-07,2025-07-29,75,Walter Reed National Military Medical Center,Fortesta; Estradiol; Fortesta,United States,False,18 Years,65 Years,ALL,Hypogonadism; Gender Identity Dysphoria,likely_include,high,agree_likely_include
NCT06291675,include,recorded_adjudication,"Human confirmation: explicit TGD population; cardiac, organ-fat, metabolic, and psychological outcomes are measured longitudinally during GAHT.","Gender-Affirming Hormone Therapy and Its Impact on Myocardial Mass and Cardiac Function, Heart, Liver and Pancreatic Fat Content",OBSERVATIONAL,RECRUITING,2023-03-03,2024-03-04,2025-09-26,50,Medical University of Vienna,gender-affirming hormone therapy,Austria,False,18 Years,,ALL,Gender Dysphoria; Hormone Therapy Induced Morphologic Change,likely_include,high,agree_likely_include
NCT06351501,include,recorded_adjudication,"Human confirmation: explicit transgender adolescent population; testosterone/estrogen GAHT timing is directly compared with effectiveness, safety, mental-health, body-composition, and bone outcomes.",Evaluation of the Effectiveness of Hormonal Treatment in Adolescents Suffering From Gender Dysphoria,INTERVENTIONAL,RECRUITING,2024-06-25,2024-04-08,2026-08-10,60,Assistance Publique - Hôpitaux de Paris,hormonal treatment with cross sex hormones (testosterone or oestrogenes) started at 14 years old +/- 6 months; Cross sex hormones ( œstrogenes or testosterone) started at 15.5 years old +/- 6 months,France,False,156 Months,168 Months,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT06357130,include,recorded_adjudication,Human confirmation: explicit TGD population; registered outcomes explicitly analyze knowledge of masculinizing hormone-treatment effects and fertility repercussions.,Gynaecological Care for Transgender People in France in 2024.,OBSERVATIONAL,COMPLETED,2024-06-03,2024-04-10,2026-06-30,246,"University Hospital, Bordeaux",Questionnaire,France,False,18 Years,,ALL,Transgender Management Care,likely_include,high,agree_likely_include
NCT06450405,include,recorded_adjudication,Human confirmation: explicit TGD population; reproductive neuroendocrine outcomes are measured before and during testosterone treatment.,Androgen Effects on the Reproductive Neuroendocrine Axis,INTERVENTIONAL,TERMINATED,2025-02-26,2024-06-10,2025-07-22,2,"University of California, San Diego",Testosterone Cypionate 50 MG/ML Injectable Solution,United States,True,18 Years,35 Years,FEMALE,Transgenderism; Reproductive Issues,likely_include,high,agree_likely_include
NCT06482385,include,recorded_adjudication,Human confirmation: explicit transmasculine population; quality-of-life and sexual-function outcomes are measured before and after testosterone GAHT initiation.,Transmasculine Quality of Life and Sexual Function at Pre and Post Gender-affirming Hormonal Therapy,OBSERVATIONAL,COMPLETED,2022-09-15,2024-07-01,2024-07-01,40,Chulalongkorn University,,Thailand,False,18 Years,,FEMALE,Transgender Men,likely_include,high,agree_likely_include
NCT06487754,include,recorded_adjudication,Human confirmation: explicit transmasculine population; chronic pelvic pain appearing or changing after testosterone GAHT is the explicit subject of study.,New-onset Chronic Pelvic Pain in Transgender People Using Testosterone Therapy: an Exploratory Qualitative Study.,OBSERVATIONAL,RECRUITING,2024-09-27,2024-07-05,2024-12-17,15,"University Hospital, Grenoble",,France,False,18 Years,,ALL,Transgender Persons; Pelvic Pain; Testosterone; Gender-Affirming Care,likely_include,high,agree_likely_include
NCT06573177,include,recorded_adjudication,Human confirmation: explicit TGD youth population; biologic and clinical outcomes are measured before and during cross-sex hormone treatment as well as puberty suppression.,Optimizing Individual Health Care for Young People With Gender Incongruence,OBSERVATIONAL,RECRUITING,2022-01-01,2024-08-27,2024-08-27,1300,"Rigshospitalet, Denmark",Referral to the gender identity service.,Denmark,False,,18 Years,ALL,Gender Incongruence,likely_include,high,agree_likely_include
NCT06615401,include,recorded_adjudication,Human confirmation: explicit transgender veteran population; receipt/access to hormone therapy and associations with mental-health outcomes are explicit study aims.,Understanding Perceived Access and Receipt of Gender-affirming Treatments Among Transgender Veterans,OBSERVATIONAL,COMPLETED,2024-10-01,2024-09-26,2026-01-28,986,VA Office of Research and Development,,United States,True,,,ALL,Gender Dysphoria,human_review,medium,likely_include
NCT06670053,include,recorded_adjudication,Human confirmation: explicit transmasculine/gender-diverse youth population; headache and brain-development outcomes are measured longitudinally before and after testosterone GAHT initiation.,"Puberty, Testosterone, and Brain Development",OBSERVATIONAL,RECRUITING,2024-12-31,2024-11-01,2025-04-03,100,"University of Colorado, Denver",Testosterone,United States,False,12 Years,20 Years,ALL,Gender Identity; Gender Dysphoria in Adolescents and Adults; Headache; Transgender,likely_include,high,agree_likely_include
NCT06710496,include,recorded_adjudication,Human confirmation: explicit TGD population; long-term testosterone GAHT effects on reproductive-organ histology are explicitly studied.,HISTOLOGICAL RESULTS IN TRANSGENDER INDIVIDUALS ASSIGNED TO FEMALES AT BIRTH UNDERGOING GENDER AFFIRMATION SURGERY AND IN TESTOSTERONE THERAPY,OBSERVATIONAL,NOT_YET_RECRUITING,2024-12,2024-11-29,2024-11-29,100,IRCCS Azienda Ospedaliero-Universitaria di Bologna,analysis of medical records,Italy,False,18 Years,,FEMALE,Pregnancy; Smoking Behavior; Testosterone Replacement Therapy; Drugs; Comorbidities and Coexisting Conditions; Gynecological Surgery; Transgender Men; Gender Affirmation Surgery; Hormone Replacement Therapy; Gynecological Disorders,likely_include,high,agree_likely_include
NCT06733415,include,recorded_adjudication,Human confirmation: explicit TGD population; metabolic outcomes are measured before and after initiation of gender-affirming hormone treatment.,Changes in Energy Expenditure (EE) in Transsexuals Undergoing Hormonal Therapy,OBSERVATIONAL,ENROLLING_BY_INVITATION,2024-01-03,2024-12-13,2024-12-13,40,Tel-Aviv Sourasky Medical Center,,Israel,False,17 Years,,ALL,"Transgender; Transgender Persons, M01.777.500",human_review,medium,likely_include
NCT06774053,include,recorded_adjudication,Human confirmation: explicit TGD population; longitudinal cohorts include participants starting or already receiving GAHT with hormone levels and clinical outcomes followed.,Swiss ProspectivE Cohort of TRAnsgender and Gender Diverse Individuals - The SPECTRA Study,OBSERVATIONAL,RECRUITING,2026-04-20,2025-01-14,2026-06-30,600,"University Hospital, Basel, Switzerland",Group A (start of GAHT); Group B (on-going GAHT); Group C (GAS),Switzerland,False,16 Years,,ALL,Transgender Individuals; Gender Incongruence,likely_include,high,agree_likely_include
NCT06807580,include,recorded_adjudication,Human confirmation: explicit transgender women population; progesterone is directly randomized within feminizing GAHT and treatment-related outcomes are measured.,Progesterone in Gender Affirming Hormone Therapy Study,INTERVENTIONAL,RECRUITING,2025-05-12,2025-02-04,2025-12-24,40,Emory University,Placebo; Progesterone,United States,False,18 Years,60 Years,MALE,Transgender Women,likely_include,high,agree_likely_include
NCT06816355,include,recorded_adjudication,Human confirmation: explicit transgender population; postoperative outcomes are explicitly compared by recent testosterone or estrogen exposure.,Exogenous Sex Hormones and PONV,OBSERVATIONAL,COMPLETED,2025-02-04,2025-02-10,2025-02-21,7348,Riverside University Health System Medical Center,Orchiectomy; Hysterectomy; Augmentation mammoplasty,United States,False,18 Years,,ALL,Postoperative Nausea and Vomiting; Sex Hormone; Transgender,likely_include,high,agree_likely_include
NCT06854965,include,recorded_adjudication,"Human confirmation: explicit TGD cohort; quality of life is analyzed with hormone-therapy complications, transition modality, and self-medication variables.",Cohort Study on Factors Associated with the Evolution of Quality of Life Among Transgender Individuals in the French Population,OBSERVATIONAL,NOT_YET_RECRUITING,2025-02-28,2025-03-03,2025-03-03,1500,CNGE Conseil,,France,False,18 Years,,ALL,Transgender Persons,human_review,medium,likely_include
NCT06939257,include,recorded_adjudication,Human confirmation: explicit gender-minority population; chronic-pain and sensory outcomes are compared longitudinally in adults initiating versus not using GAHT.,Pain Outcomes Associated With Exogenous Hormone Therapy in Adults,OBSERVATIONAL,RECRUITING,,,2026-05-14,200,,,,False,18 Years,50 Years,ALL,Pain; Gender Minority Individuals,likely_include,high,agree_likely_include
NCT06953908,include,recorded_adjudication,"Human confirmation: explicit TGD cohort; hormone-therapy effects, complications, and treatment courses are explicit study subjects.",The Copenhagen Gender Identity Cohort,OBSERVATIONAL,RECRUITING,2022-02-01,2025-05-01,2025-05-01,2000,"Rigshospitalet, Denmark",,Denmark,False,18 Years,,ALL,"Gender Identity; Gender Dysphoria, Adult; Gender Incongruence",human_review,medium,likely_include
NCT07092527,include,recorded_adjudication,Human confirmation: explicit TGD population; reproductive hormone secretion is measured before and during testosterone GAHT.,"Androgen Effects on the Reproductive Neuroendocrine Axis, 2025 Version",INTERVENTIONAL,RECRUITING,2025-12-05,2025-07-30,2026-01-15,80,"University of California, San Diego",Testosterone Cypionate 50 milligrams per millileter (mg/mL) Injectable Solution,United States,False,18 Years,35 Years,FEMALE,Transgenderism; Reproductive Issues,likely_include,high,agree_likely_include
NCT07128771,include,recorded_adjudication,Human confirmation: explicit TGD population; cardiovascular and body-composition outcomes are followed from GAHT initiation through subsequent months.,Cardiomodulatory Effects of Gender-Affirming Hormone Therapy,OBSERVATIONAL,ENROLLING_BY_INVITATION,2025-09-05,2025-08-19,2026-01-12,450,"University Hospital, Akershus",,Norway,False,16 Years,,ALL,Gender Incongruence; Cardiovascular Disease (CVD) Risk Factors,likely_include,high,agree_likely_include
NCT07145281,include,recorded_adjudication,Human confirmation: explicit transgender women population; sublingual versus oral estradiol-based feminizing regimens are directly compared for coagulation outcomes.,"Comparing the Effects of Sublingual Estradiol Treatment Versus Oral Estradiol With Cyproterone Acetate (CPA) Treatment on The Coagulation System in Transgender Women: A Prospective, Controlled Cohort Study",INTERVENTIONAL,COMPLETED,2022-11-10,2025-08-28,2025-08-28,30,Tel-Aviv Sourasky Medical Center,"Estradiol (E2); Cyproterone Acetate (Androcur, BAY94-8367)",Israel,False,18 Years,45 Years,MALE,"Gender Dysphoria, Adult; Blood Coagulation; Coagulation Factors; Transgender Persons, M01.777.500; Hemostasis; Transgender Women",likely_include,high,agree_likely_include
NCT07148921,include,recorded_adjudication,Human confirmation: explicit TGD population; pain and sensory thresholds are measured before and during testosterone or estradiol GAHT with hormone concentrations monitored.,Perception of Pain During Gender Affirming Hormone Therapy,OBSERVATIONAL,RECRUITING,2024-12-01,2025-08-29,2025-08-29,40,Medical University of Vienna,Quantitative Sensory Testing; Patient Health Questionnaire 9; Hormone concentrations,Austria,False,18 Years,,ALL,Transgender Persons; Pain Threshold; Perception of Pain; Sex Hormones,likely_include,high,agree_likely_include
NCT07187947,include,recorded_adjudication,Human confirmation: explicit TGD population; cardiovascular outcomes are explicitly studied across masculinizing and feminizing GAHT types and formulations.,Cardiovascular Health of Transgender Individuals During the Gender-affirming Pathway,OBSERVATIONAL,RECRUITING,2025-07-18,2025-09-23,2025-09-23,500,IRCCS Azienda Ospedaliero-Universitaria di Bologna,Feminizing GAHT; Masculinizing GAHT,Italy,False,18 Years,,ALL,Gender Incongruence; Cardiovascular (CV) Risk; Cardiovascular Disease Risk Factor; Cardiovascular Disease Acute; Cardiovascular Health Status; Cardiovascular Disease (CVD); Cardiovascular Disease Prevention,likely_include,high,agree_likely_include
NCT07252687,include,recorded_adjudication,Human confirmation: explicit transmasculine population; chest perception is measured longitudinally before and during GAHT and after mastectomy.,The Effect of Gender-affirmative Measures on Breast Perception in Trans Men,OBSERVATIONAL,RECRUITING,2025-11-30,2025-11-28,2026-03-06,100,Medical University Innsbruck,"quality of life questionnaire- iTransQoL, chest dysphoria measure",Austria,False,16 Years,,FEMALE,Transgender; Gender Dysphoria in Adolescents and Adults,likely_include,high,agree_likely_include
NCT07358897,include,recorded_adjudication,Human confirmation: explicit transgender population; immune outcomes and hormone concentrations are measured before and after estrogen or testosterone GAHT initiation.,Gender Affirming Hormone Therapy and Immune Function in Trans Individuals - The GIFT Study,OBSERVATIONAL,NOT_YET_RECRUITING,2026-02-16,2026-01-22,2026-01-22,500,Imperial College London,,,False,18 Years,50 Years,ALL,Transgender,likely_include,high,agree_likely_include
NCT07394400,include,recorded_adjudication,"Human confirmation: explicit transgender population; cardiovascular, metabolic, inflammatory, and mental-health outcomes are measured before and during GAHT.","Effects of Gender-Affirming Hormone Therapy on Cardiovascular, Metabolic, and Mental Health Outcomes in Transgender Adults.",OBSERVATIONAL,NOT_YET_RECRUITING,2026-02-14,2026-02-06,2026-02-06,94,Milagros Rocha Barajas,,Spain,False,16 Years,,ALL,Transgender Individuals,likely_include,high,agree_likely_include
NCT07400419,include,recorded_adjudication,Human confirmation: explicit TGD population initiating estrogen-based GAHT; treatment-related body-composition and muscle changes are evaluated with resistance exercise.,Effects of Resistance Exercise Among TGD Individuals Initiating Estrogen-Based Gender-Affirming Hormone Therapy,INTERVENTIONAL,RECRUITING,2026-04-16,2026-02-10,2026-07-13,60,Massachusetts General Hospital,Resistance Exercise Program; Nutrition and Exercise Counseling,United States,False,18 Years,,MALE,Muscle Mass and Strength,likely_include,high,agree_likely_include
