nct_id,brief_title,study_type,overall_status,conditions,brief_summary,interventions,study_population,eligibility_text,primary_outcomes,legacy_preliminary_screening,legacy_screening_reason,preliminary_screening,screening_reason,preliminary_screening_basis,human_screening,human_screening_reason
NCT07181551,Forward to Quit: A Person-centered Mobile Technology Intervention for Smoking Cessation Among Transgender Adults,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,Smoking Cessation,"This study evaluates the feasibility, acceptability, and preliminary efficacy of ""Forward to Quit"" (F2Q), a person-centered mobile health (mHealth) smoking cessation intervention designed specifically for transgender adults. The intervention was developed in collaboration with transgender individuals and gender-affirming healthcare providers. The study includes usability testing and a remote single-arm pilot trial. Primary outcomes include feasibility and acceptability of both the intervention and remote biochemical verification of smoking cessation. Secondary outcomes include self-reported and biochemically verified smoking cessation, as well as changes in psychosocial factors such as social support and gender affirmation. The goal is to inform a future large-scale trial and address tobacco-related health disparities in transgender populations.",BEHAVIORAL: Forward to Quit (F2Q) — A mobile health (mHealth) smoking cessation intervention designed specifically for transgender adults. Delivered via a secure website accessible by smartphone or tablet.,,"Inclusion Criteria: * Identify with a gender different from sex assigned at birth * 18+ years of age * Report smoking at least 5 cigarettes per day * Have smoked 100+ cigarettes in their lifetime * Own a device that can access the Internet (e.g., tablet, smartphone) * Speak English * Be willing to submit biochemical samples to verify cessation * Be willing to use a website-based intervention to help with quit attempt * Be willing to set a quit date within 1 month of baseline assessment * Be willing to complete 3 months post-baseline and 6 months post-baseline assessments Exclusion Criteria: * Do not meet inclusion criteria * Medical conditions precluding use of the carbon monoxide (CO) monitor or salivary cotinine testing * Current use of pharmacotherapies for nicotine dependence * Enrollment in another tobacco cessation program","Intervention Acceptability | 3 months post-baseline | We will assess participants' perceptions of information quality and usefulness as well as overall satisfaction with the intervention. If the average score across all items is \>=6 on a 7-point scale for 90% of participants after using intervention for 3 months, we will consider intervention to be acceptable.; Intervention feasibility | 3 months post-baseline | Feasibility will be met if retention rates are at least 80%.; Remote biochemical data collection acceptability | 3 month post-baseline | We will measure participants' perceived difficulty, satisfaction, and comfort with remote biochemical verification. If scores are \>=6 on a 7-point scale for 90% of participants, we will consider remote biochemical verification to be acceptable.; Remote biochemical data collection feasibility | 3 months post-baseline | Completion rate (percentage of eligible participants who submit biochemical samples for verification of tobacco abstinence)",exclude,Does not explicitly meet both criteria (Trans population + GAHT),exclude,Unverified legacy keyword heuristic: Does not explicitly meet both criteria (Trans population + GAHT),legacy_keyword_heuristic_unverified,,
NCT07187947,Cardiovascular Health of Transgender Individuals During the Gender-affirming Pathway,OBSERVATIONAL,RECRUITING,Gender Incongruence; Cardiovascular (CV) Risk; Cardiovascular Disease Risk Factor; Cardiovascular Disease Acute; Cardiovascular Health Status; Cardiovascular Disease (CVD); Cardiovascular Disease Prevention,"Gender incongruence, now classified in ICD-11 as a ""marked and persistent incongruence between an individual's experienced gender and the gender assigned at birth,"" is managed in dedicated, multidisciplinary centres that coordinate psychological support with medical-surgical care. Gender-affirming hormone therapy (GAHT) is central to this care pathway. In particular, masculinising GAHT for people assigned female at birth (AFAB) relies mainly on testosterone, and feminising or demasculinising GAHT for people assigned male at birth (AMAB) combines oestradiol with androgen-lowering agents such as cyproterone acetate or GnRH analogues (triptorelin, leuprorelin). In addition, Gender-affirming surgery (GAS) offers further individualised options: ""Top"" procedures- chest masculinisation for AFAB or breast augmentation for AMAB, and ""Bottom"" procedures\*\* such as hysterectomy with or without oophorectomy, phalloplasty or metoidioplasty for AFAB; orchiectomy or vaginoplasty for AMAB. Other ancillary interventions include facial feminisation or voice surgery. GAHT aims to suppress endogenous sex-hormone levels and secondary sex characteristics while inducing those consistent with the affirmed gender. Despite its widespread use, cardiovascular (CV) safety data are scant and largely observational. Sex-steroid receptors are ubiquitous in the vasculature and contribute to the sex-dimorphic patterns of CV risk seen in cisgender populations; GAHT is therefore biologically plausible as a modifier of CV outcomes in transgender people, yet robust evidence remains limited. Current literature suggests that AFAB individuals on testosterone exhibit an up to 2.66-fold higher composite CV risk than cisgender AFAB comparators. The most consistent changes are higher blood pressure and lower HDL cholesterol; clinically significant polycythaemia is uncommon and treatable. Instead, AMAB individuals on feminising therapy do not show a clearly increased overall CV risk compared with cisgender AMAB peers, though data are inconsistent. An observational study reported that within four months of GAHT initiation, systolic blood pressure rose by 2.6 mmHg in trans men and fell by 4 mmHg in trans women, with no diastolic change in either group. The current evidence base is weakened by small cohorts, inadequate control groups, and reliance on surrogate biochemical markers rather than hard clinical endpoints. Many studies also overlook GAHT exposure altogether, hampering meaningful interpretation. Moreover, social determinants-mental-health burden, substance use, and healthcare inequities-compound CV risk but are seldom accounted for. Key unanswered questions include the long-term CV effects of GAHT, age-specific interactions with blood pressure and lipids, optimal therapeutic targets, and underlying mechanisms. Addressing these gaps demands rigorously designed, large-scale, prospective studies that actively involve transgender participants. In summary, while GAHT is indispensable for gender affirmation, its cardiovascular implications-especially for AFAB individuals-warrant caution and systematic monitoring. Future evidence should inform tailored protocols that balance gender-affirming benefits against potential CV risks and integrate biomedical parameters with the broader social context impacting transgender health.","DRUG: Feminizing GAHT — Before gender-affirming surgery, the regimen consists of an antiandrogen (cyproterone acetate or leuprorelin or triptorelin) plus estradiol (estradiol or estradiol valerate), whereas after an oophorectomy, estradiol/estradiol valerate can be administered alone.; DRUG: Masculinizing GAHT — Before and after gender-affirming surgery, the regimen consists of the administration of testosterone or its esters (testosterone undecanoate, testosterone enanthate)","Transgender AFAB and AMAB individuals diagnosed with gender incongruence who received medical therapy between January 2000 and December 2027 at the Gynecology and Reproductive Physiology Unit of the IRCCS AOU Bologna, Sant'Orsola University Hospital.",Inclusion Criteria: * Diagnosis of gender incongruence * Age 18 years or older at the start of therapy * Undergoing gender-affirming (replacement or suppressive) hormone therapy with testosterone or with estradiol plus anti-androgens for at least 12 months * Provision of informed consent for study participation and for the processing of personal and sensitive data Exclusion Criteria: * Any hormone therapy received before recruitment * History of cardiovascular events prior to the initiation of hormone therapy,"Modification of vital signs | From baseline through study completion, estimated to be in 2035. | Describe, in AFAB and AMAB transgender individuals who have been receiving gender-affirming hormone therapy (GAHT) for at least one year, changes in the following indicators of cardiovascular health: systolic BP (mmHg), diastolic BP (mmHg), mean arterial pressure (mmHg), heart rate (bpm).; Modifications in anthropometric parameters | From baseline through study completion, estimated to be in 2035. | Describe, in AFAB and AMAB transgender individuals who have been receiving gender-affirming hormone therapy (GAHT) for at least one year, changes in the following indicators of cardiovascular health: waist (cm), hip (cm) circumference.; Modifications in blood tests | From baseline through study completion, estimated to be in 2035. | Describe, in AFAB and AMAB transgender individuals who have been receiving gender-affirming hormone therapy (GAHT) for at least one year, changes in the following indicators of cardiovascular health:hemoglobin (g/dL), hematocrit (%), fibrinogen (mg/dL), PT (INR), aPTT (ratio), fasting glucose (mg/dL), insulin (µIU/mL), AST/ALT (U/L), total/LDL/HDL cholesterol (mg/dL), triglycerides (mg/dL), sodium/potassium (mmol/L), uric acid (mg/dL), creatinine (mg/dL), FSH/LH (IU/L), estradiol (pg/mL), testosterone (ng/dL), progesterone (ng/mL), TSH (mIU/L), SHBG (nmol/L).; Modifications in body composition | From baseline through study completion, estimated to be in 2035. | Describe, in AFAB and AMAB transgender individuals who have been receiving gender-affirming hormone therapy (GAHT) for at least one year, changes in the following indicators of cardiovascular health: Body composition (DXA): Change in fat mass (kg), body-fat % (%), lean mass (kg), lean mass + BMC (kg), total body mass (kg).; Changes in insulin resistance | From baseline through study completion, estimated to be in 2035. | Describe, in AFAB and AMAB transgender individuals who have been receiving gender-affirming hormone therapy (GAHT) for at least one year, changes in the following indicators of cardiovascular health: Insulin resistance indices: HOMA-IR (unitless), TyG index (unitless).",include,Transgender population and GAHT intervention/exposure identified,include,Unverified legacy keyword heuristic: Transgender population and GAHT intervention/exposure identified,legacy_keyword_heuristic_unverified,,
NCT07194226,Attitudes and Decision Regret Regarding Fertility Preservation in Transgender Individuals,OBSERVATIONAL,COMPLETED,Fertility Preservation in Transgender Persons,"The goal of this observational survey is to learn how transgender adults think and feel about saving their fertility before gender-affirming treatment. We will ask at least 300 participants in Emilia-Romagna to answer an anonymous online questionnaire. The main questions are: * Why did people choose or decline fertility preservation? * How much regret do they feel about their decision? * What counseling or support did they receive, and was it helpful? * What personal or financial factors influenced their choice? This study will help doctors and counselors improve fertility-preservation advice for transgender adults in Italy.",OTHER: No intervention (observational study) — This is an observational survey; participants complete an anonymous questionnaire and no medical or behavioral intervention is applied.,"The study population consists of adult transgender individuals followed in routine clinical practice at the Unit of Gynecology and Human Reproduction Pathophysiology, IRCCS AOU Bologna, and the general transgender population of the Emilia-Romagna region reached via questionnaire distribution in the atria of UNIBO departmental buildings and through social-media networks.",Inclusion Criteria: * Self-identified as transgender * Age ≥ 18 years. Exclusion Criteria: * None,"Decision Regret Scale (DRS) Score (5-Item) | Through study completion, approximately three months. | Scores collected with the 5-item Decision Regret Scale to assess participants' levels of regret about their fertility-preservation choice. Includes analysis of regret frequency by type and quality of counseling received and identification of personal factors (e.g., marital status, social support) that may have contributed to regret.",exclude,Does not explicitly meet both criteria (Trans population + GAHT),exclude,Unverified legacy keyword heuristic: Does not explicitly meet both criteria (Trans population + GAHT),legacy_keyword_heuristic_unverified,,
NCT07252687,The Effect of Gender-affirmative Measures on Breast Perception in Trans Men,OBSERVATIONAL,RECRUITING,Transgender; Gender Dysphoria in Adolescents and Adults,"Breast dysphoria in transmasculine or genderdiverse individuals is a distinct psychological burden associated with depression, anxiety and suicidality. The aim is to systematically investigate the effect of GAHT (gender-affirming hormone therapy) and mastectomy on this form of dysphoria. The primary objective of this study is to analyse and investigate the psychological and physical effects of breast development on trans men or genderdiverse individuals. A secondary objective is to determine the extent to which the stress affects the well-being of trans men depending on the coping strategies used (binding vs. taping).","OTHER: quality of life questionnaire- iTransQoL, chest dysphoria measure — Before starting treatment, participants should complete the Chest Dysphoria Measure and iTransQoL questionnaires (=time point 0). The second time point for completing the questionnaires again is 3 months after starting hormone therapy. Subsequently, the questionnaires should be completed a third time after breast-affirming surgery. The final survey takes place two years after time point 0, or 6 months after the previous survey.",Referral to the medical University of Innsbruck Hospital or a cooperating center,Inclusion Criteria: * AFAB (Assigned Female At Birth) * before starting GAHT * before mastectomy Exclusion Criteria: * Ongoing GAHT * Mastectomy already performed * Lack of capacity to give consent * Insufficient knowledge of German,"Chest Dysphoria Measure Score | From enrollment to the end of observation after 2 years | Chest Dysphoria Measure Score before GAHT, during GAHT, and after mastectomy. Possible chest dysphoria scores range from 0 to 51, with higher scores indicating greater distress.",include,Transgender population and GAHT intervention/exposure identified,include,Unverified legacy keyword heuristic: Transgender population and GAHT intervention/exposure identified,legacy_keyword_heuristic_unverified,,
NCT07286123,Gender Affirming Vaginoplasty With Tubularized Augmented Peritoneal Cap (TAPCap) Utilizing Fish Skin Xenograft (Kerecis™),OBSERVATIONAL,RECRUITING,"Gender Dysphoria, Adult","Bottom gender affirming surgery is one of the key steps towards aligning the physical appearance and gender identity in transgender women. This surgery not only helps in reducing gender dysphoria but also significantly improves the quality of life and psychological well-being of the patients. The basic steps of bottom surgery typically involve the creation of a vagina using the skin from genital organs like the testes and penis, construction of the clitoris and labia. This complex surgery aims to create a functional and aesthetically pleasing vaginal canal that allows for sexual activity, urinary function, and a natural appearance. As part of routine care, a special graft (skin-like material) called Kerecis™ is used to line the middle part of the vagina. It is made from North Atlantic cod skin that is treated in the laboratory and made suitable for surgery purposes. It can be used instead of skin. This graft has been given permission by the Food and Drug Administration (FDA) for marketing the US. This study aims to identify changes in healing parameters following Kerecis™ based vaginoplasty. Up to 20 participants for this study. Participants will be asked to fill out study questionnaires during follow-up visits at post-op week 2, week 12, month , and year 1. At the 6 month post-op follow up, punch biopsies will be obtained from the deepest part, middle part, and the vaginal part most near to the vaginal opening parts to check the healing process using a microscope. The punch biopsies will be 1/8th inch x 1/8th inch each.","PROCEDURE: Tubularized augmented peritoneal cap vaginoplasty — In this surgery, the distal portion of the neovagina is constructed using inverted penile skin, the proximal portion is made of peritoneal tissue. The area in between peritoneal tissue and penile skin is lined with the Kerecis graft in this standard of care surgery.; PROCEDURE: Biopsy — Biopsies will be obtained at 6 months post-op from the distal, middle, and proximal portions of the neovagina.",Individuals requiring graft-based vaginoplasty,Inclusion Criteria: * Age 19-99 * Transgender women planning for gender affirming robotic vaginoplasty with TAPCap technique Exclusion Criteria: * Patients requiring Kerecis for Revision Vaginoplasty * Surgery candidates having Zero depth vaginoplaty (ZDV) * Non-Gender Affirming Vaginoplasty * Cases requiring the utilization of off-the-shelf grafts other than Kerecis * Allergy to fish products * Allergy to local anesthetic (1% lidocaine with epinephrine injection),"Degree of Neovaginal Epithelialization | Six months post-op | Degree of epithelialization of each sample biopsy. Biopsies are obtained from the proximal segment (peritoneal portion), middle segment (Xenograft portion), and, distal segment (penile skin portion) of the neovagina. Grade 0: No epithelialization Grade 1 : Minimal epithelialization Grade 2: Moderate epithelialization Grade 3: Significant epithelialization; Change in Vaginal Diameter | Post-op week 2, week, 12, month 6, and year 1 | The participants' vaginal diameter is calculated based on the largest tolerated vaginal dilator size (Soul Source; CA, USA) . Measurements are reported in centimeters (cm).; Change in Vaginal Depth | Post-op week 2, week, 12, month 6, and year 1 | The participants' vaginal depth are calculated based on the largest tolerated vaginal dilator (Soul Source, CA, USA). Measurements are reported in centimeters (cm).; Change in quality of life as measured by the Short-Form 36 (SF-36) | Week 2, Week 12, Month 6, and year 1 post-op | This is a validated questionnaire measuring health-related quality of life through eight domains, covering physical and mental well-being. It's widely used in healthcare to assess overall health perception and functional status. With higher scores indicating greater quality of life.; Change in Pain as measured by the Brief Pain Inventory - Short Form (BPI-SF) | Week 2, Week 12, Month 6, and year 1 post-op | This is a concise validated questionnaire used to evaluate the severity and impact of pain experienced by individuals. It consists of questions that assess the intensity of pain at its worst, least, average, and current levels, as well as its interference with various aspects of daily life such as general activity, mood, walking ability, work, relationships, and enjoyment of life. Higher scores indicate worse outcomes.; Change in Pain as measured by the The Female Genitourinary Pain Index (GUPI) | Week 2, Week 12, Month 6, and year 1 post-op | This is a validated questionnaire used to assess symptoms related to genitourinary pain in women. It includes questions covering pain severity, urinary symptoms, and impact on quality of life, providing clinicians with a standardized tool to evaluate and monitor participants' symptoms and treatment responses in these chronic pain conditions. Higher scores indicate worse outcomes.; Change in overall perception of improvement as measured by the PGI-I (Patient Global Impression of Improvement) | Week 2, Week 12, Month 6, and year 1 post-op | This is a patient-reported scale that measures how individuals perceive their overall improvement after treatment, offering clinicians insight into treatment effectiveness from the participant's viewpoint. Lower scores indicate better outcomes.; Change in sexual function of improvement as measured by the Female Sexual Function Index (FSFI) | Month 6, and year 1 post-op | This is a validated 19-item questionnaire assessing six domains of female sexual function: desire, arousal, lubrication, orgasm, satisfaction, and pain. Each domain is scored, and the total score reflects overall sexual function, with higher scores indicating better function. It is used in clinical and research settings to evaluate sexual health and the impact of treatments. Higher scores indicate better outcomes.",exclude,Does not explicitly meet both criteria (Trans population + GAHT),exclude,Unverified legacy keyword heuristic: Does not explicitly meet both criteria (Trans population + GAHT),legacy_keyword_heuristic_unverified,,
NCT07324967,A Standardized Counseling Approach to Preoperative Education in Transmasculine Individuals Receiving Gender-affirming Surgery,INTERVENTIONAL,RECRUITING,Hysterectomy; Gender Affirming Surgery,The intervention will be an educational handout provided to a randomized cohort of patients that reviews the benefits and risks of retaining ovaries vs removing them. This educational handout will be provided prior to the surgical consultation at the time of the initial survey.,OTHER: Educational Handout — educational handout provided to a randomized cohort of patients that reviews the benefits and risks of retaining ovaries vs removing them. This educational handout will be provided prior to the surgical consultation at the time of the initial survey.,,Inclusion Criteria: * Any transgender or non-binary individual * Age 18-65 * Assigned female at birth who desires a gender-affirming hysterectomy with or without oophorectomy * English-speaking Exclusion Criteria: * Non-transgender individuals * Any transgender individual who has already had a bilateral oophorectomy * Any transgender person who was born without ovaries or a uterus * Non-English speaking,Decisional Conflict Score | Day 1 | Lower score = less conflict,exclude,Does not explicitly meet both criteria (Trans population + GAHT),exclude,Unverified legacy keyword heuristic: Does not explicitly meet both criteria (Trans population + GAHT),legacy_keyword_heuristic_unverified,,
NCT07334951,Effect of Tvns in Obesity,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,"Obesity and Diabetes Mellitus, Type 2","Avoid unhealthy foods, walk every day for at least 15 min , sleep well, he should take sessions at its time, family should Avoid disturbances, keep quiet as much as possible, make Analysis recoired before and after interaction.",DEVICE: Trans vagus nerve stimulation electrical device. — Tvns located at auricular concha area For 45min three times per week for 3 months.,,"Inclusion Criteria:40\_50years Both sexes , BMI more than or equal 30 kg/m2 FBG less than 7 mmol/l 2hpp between 7.8 and 11.1mmol/l at the time of enrollment . HOMA-IR \>2.9 All are sedentary level activities. Exclusion Criteria:Diagnostic type 1and 2 DM Cardiovascular disease, stroke, uncontrolled hypertension Use psychoactive drugs, antiepliptic drugs, antidepressants. Present of metal implants, pace maker or cochlear implants. History of epilepsy or seizours . Pregnancy or breast feeding. Dermatologist condition near stimulating site. Major psychiatric disorders. \-","Glucose tolerance. | Baseline and after 12th weeks of intervention. | Change in glucose tolerance assessed using 2\_hours oral glucose tolerance test (OGTT), expressed as glucose plasma area under curve (AUC), following a75 g oral glucose load.",exclude,Does not explicitly meet both criteria (Trans population + GAHT),exclude,Unverified legacy keyword heuristic: Does not explicitly meet both criteria (Trans population + GAHT),legacy_keyword_heuristic_unverified,,
NCT07358897,Gender Affirming Hormone Therapy and Immune Function in Trans Individuals - The GIFT Study,OBSERVATIONAL,NOT_YET_RECRUITING,Transgender,"Our immune systems protect us from infection but can also cause disease, for example by attacking our own bodies (autoimmune disease), or driving chronic inflammation in conditions such as heart disease. The immune systems of men and women function differently, as evidenced by differing rates of disease with autoimmune disease being more common in women whilst men are more susceptible to infection. We don't know why these differences exist, but if we could understand we may be able to develop new treatments to treat or prevent immune driven diseases. So far, we know that both sex chromosomes and hormones affect how the immune system functions, but not the exact contribution of each or how they interact. One way to study this is to work with transgender people. Transgender people identify as a gender different from their sex assigned at birth and some may choose to take the sex hormones of the gender they identify with, which is known as gender affirming hormone therapy (GAHT). Given that these changes affect their sex hormone profile and not their chromosomes, any changes in their immune system would be driven by hormones only. This would help us understand not only how sex hormones shape the immune system more generally, but also the disease risk in transgender people and enable better patient counselling. In this study, transgender patients starting on GAHT at 56 Dean Street clinic in London would be invited to donate blood samples before starting therapy, at 1 month (optional) and at 3 and 6 months. These samples would be analysed at the Laboratory of Medical Sciences to examine how the different types of immune cells change with therapy and how they respond to different immune triggers (stimuli). We aim to recruit 500 individuals and anticipate the study will last up to 3 years.",,Adults between 18 and 50 years of age with diagnosed gender dysphoria about to start gender-affirming hormone therapy with either oestrogen or testosterone.,"Inclusion Criteria: * Adults between 18 and 50 years of age with diagnosed gender dysphoria about to start gender-affirming hormone therapy with either oestrogen or testosterone. Exclusion Criteria: * Lack of capacity to consent. * Abnormalities in expected pubertal development and pharmacological interventions that could affect levels of gonadal steroids including suspected or confirmed self-treatment with steroid hormone preparations in preceding month (birth control excluded). * Serious immunological disease (immune deficiency, autoimmune disease requiring immunomodulatory treatment). * Regular immunomodulatory treatment such as prednisolone or biological drugs. * In the case of vaccination or symptomatic infection ≤5 days before the visit blood sampling should be postponed by 1 week. * Age \<18 years or \>50 years * Completed menopause (persons assigned female sex at birth). * Positivity for blood borne viruses (HIV, Hepatitis B, Hepatitis C, HTLV-1)",Immune system adaptations to gender affirming hormone therapy | 3 years | We will measure how immune system populations change quantitatively (i.e. the relative proportions of each subpopulation) and in their responses to different immune stimuli with gender affirming hormone therapy.,include,Transgender population and GAHT intervention/exposure identified,include,Unverified legacy keyword heuristic: Transgender population and GAHT intervention/exposure identified,legacy_keyword_heuristic_unverified,,
NCT07394400,"Effects of Gender-Affirming Hormone Therapy on Cardiovascular, Metabolic, and Mental Health Outcomes in Transgender Adults.",OBSERVATIONAL,NOT_YET_RECRUITING,Transgender Individuals,"The objective of this observational study is to examine the impact of gender-affirming hormone therapy (GAHT) on mood in transgender individuals and to explore its potential association with early atherosclerotic processes. The main questions it aims to answer are: * Whether GAHT in transgender individuals has a psychological and functional impact, assessed through mood, stress, and self-esteem. Additionally, the study will analyze whether morphofunctional changes (including body composition, muscle strength, cardiorespiratory fitness, and metabolic flexibility) are related to inflammatory responses and psychological well-being. * Whether the administration of GAHT poses a cardiovascular risk by influencing biochemical, inflammatory, and oxidative markers, mitochondrial function, and the activation of the NLRP3 inflammasome in leukocytes. Participants will undergo evaluation of early stages of the atherosclerotic process through the analysis of leukocyte-endothelial interactions, adhesion molecule expression, and ankle-brachial index (ABI), as well as periodontal parameters. Overall, this study aims to contribute to improving healthcare delivery and promoting more equitable and gender-affirming medical services tailored to the needs of transgender individuals.",,"Transgender individuals referred to a Gender Identity Unit who are requesting Gender Affirmation Hormone Therapy for the first time. It will consist of three visits: at the start, and after 6 and 12 months of treatment.","Inclusion Criteria: * Trans men and trans women over the age of 16 Exclusion Criteria: * systemic inflammatory diseases * uncontrolled infections * severe autoimmune diseases intersex biological conditions (resistance, severe sexual development or chromosomal abnormalities, congenital adrenal hyperplasia) * treatment with metformin, statins or oral contraceptives in the previous 6 months * serious life-threatening diseases * diseases that compromise follow-up * BMI higher than 35","Changes in the degree of activation of the inflammasome complex in transgender individuals following gender-affirming hormone therapy. | At recruitment | Relative protein expression of NLRP3, ASC, Caspase-1 and inflammatory mediators NFκB, JNK by Western Blot and normalized to the loading control protein in PBMC. This measurement will be taken at the start, and at 6 and 12 months of THAG.; Changes in endothelial function in the study population. | At recruitment | Evaluation of leucocytes adhesion to the endothelial cell in vitro by means of a parallel flow chamber system coupled to an inverted phase-contrast microscope. This measurement will be taken at the start, and at 6 and 12 months of THAG.; Changes in endothelial function at molecular level in the study population. | At recruitment | Evaluation of circulating levels of adhesion molecules - P-selectin, ICAM-1, and VCAM-1, levels of the pro-oxidant enzyme MPO and circulating cytokines (L1β, IL18, IL6, IL10 and TNFα) in serum using Luminex technique. This measurement will be taken at the start, and at 6 and 12 months of THAG.; Changes in the systemic inflammation status in the study population. | At recruitment | Evaluation of circulating levels of mtDNA in serum samples using RT-PCR. This measurement will be taken at the start, and at 6 and 12 months of THAG.; Changes in the expression of genes related to inflammatory pathways in PBMC in the study population. | At recruitment | Identification of altered messengers using a metabolic multiplex panel, evaluating genes of interest in inflammatory pathways (TLR and NFkB), oxidative stress, cytokine signalling, and mitochondrial respiration. This measurement will be taken at the start, and at 6 and 12 months of THAG.; Changes in the expression of genes related to oxidative stress levels in PBMC in the study population. | At recruitment | Relative expression of genes related to oxidative stress (SOD1, NRF2, GSR, GPX1, GCLC, GCLM and TXNRD1) by PCR real time. This measurement will be taken at the start, and at 6 and 12 months of THAG.; Changes in the expression of genes related to cellular respiration in PBMC in the study population. | At recruitment | Relative expression of pro and antioxidants enzimes (NADPH oxidase, catalase, GPX1, SOD1, and NFR2) and genes related to mitochondrial respiration (I, II, III, IV and V complexes) and PGC1α in PBMC by WB. This measurement will be taken at the start, and at 6 and 12 months of THAG.; Changes in the degree of activation of the inflammasome complex in transgender individuals following gender-affirming hormone therapy. | At recruitment | Study of inflammasome assembly by confocal microscopy in PBMC. This measurement will be taken at the start, and at 6 and 12 months of THAG.",include,Transgender population and GAHT intervention/exposure identified,include,Unverified legacy keyword heuristic: Transgender population and GAHT intervention/exposure identified,legacy_keyword_heuristic_unverified,,
NCT07400419,Effects of Resistance Exercise Among TGD Individuals Initiating Estrogen-Based Gender-Affirming Hormone Therapy,INTERVENTIONAL,RECRUITING,Muscle Mass and Strength,"Estrogen-dominant gender-affirming hormone therapy (GAHT) is standard of care for transgender women and gender-diverse individuals and typically consists of estrogen together with anti-androgen/ testosterone therapy. Estrogen and testosterone balance influences fat and muscle mass, muscular strength and the development of sarcopenia. Sarcopenia, a condition characterized by the loss of muscular mass, strength, and function, in turn, is associated with increased mortality and adverse health outcomes. Estrogen-dominant GAHT may have deleterious effects on body composition and muscular performance that place TGD individuals at-risk for sarcopenia. As part of NCT04128488, our investigative team found that appendicular lean mass (ALM)/ height2 decreases after estrogen-based GAHT, thereby portending a higher risk for sarcopenia after GAHT. Early recognition of the changes in body composition and muscular performance leading to sarcopenia are critical, providing potential avenues to intervene and abrogate untoward downstream health effects. A promising intervention is resistance exercise, which has been shown in select populations to improve muscular mass and strength and reduce fat mass, and, thus, mitigate progression to sarcopenia in at-risk populations. For this prospective, pilot clinical trial, investigators will enroll participants who are about to be initiated on estrogen-dominant gender-affirming hormone therapy. Investigators will be randomizing participants 1:1 to either an at-home resistance exercise intervention or no exercise intervention (nutritional and exercise counseling only) for 12 weeks and assess muscle mass, strength, and function both before and after this 12-week period. The exercise intervention group will be provided with the necessary materials to complete the exercise program along with weekly virtual visits with our study team in order to learn their assigned exercises for the week. Further, survey tools will be administered to ascertain whether the resistance exercise intervention may affect gender congruence.","BEHAVIORAL: Resistance Exercise Program — Participants will initiate this program at the time that they start their gender-affirming hormone therapy and will be instructed to complete resistance exercises for three 60-minute sessions per week for 12 weeks. Participants will have a weekly video call to demonstrate the exercises for that week, have a supervised training session to ensure exercises are performed safely and as instructed, monitor their continued participation in the exercise intervention, and answer any questions or issues that arise as part of the program. Further, participants will be provided with resistance bands, a TRX suspension trainer, and dumbbell weights in order to complete the resistance exercises for the program. Examples of how each exercise can be modified depending on a participant's limitations will also be provided as needed. The study team will ascertain whether they can progress to the next week's exercises depending on their ability to achieve the number of repetition's of the prior week.; BEHAVIORAL: Nutrition and Exercise Counseling — Participants will undergo lifestyle counseling related to optimization of their nutrition and exercise regimen.",,"Inclusion Criteria: * ≥ 18 years * Initiating GAHT with estradiol (oral, sublingual, patch, injection) AND androgen suppression (leuprolide, spironolactone or bicalutamide) * Identifies as either a transgender female/woman, gender-diverse, non-binary, gender non-confirming, gender-fluid, and/or gender-queer * Assigned male sex at birth Exclusion Criteria: * Current condition(s) which may preclude the ability to participate in a resistance exercise program (including but not limited to conditions which may significantly impair mobility and balance) * Current condition(s) where resistance exercise program may be contraindicated (including but not limited to decompensated heart failure, unstable ischemic heart disease, pulmonary hypertension, aortic aneurysm, moderate to severe valvopathies, and/or moderate to severe chronic respiratory insufficiency) * Use of testosterone therapy for \> 1 month in the last 6 months * Use of gender-affirming hormone therapy with androgen/testosterone suppression and/or estradiol therapy within 1 year of enrollment * Use of gender-affirming hormone therapy with androgen/testosterone suppression and/or estradiol therapy for \> 1 year at any time period prior to enrollment * History of an orchiectomy * Current resistance exercise (including but not limited to use of resistance bands, suspension equipment, body weight exercise, free weight exercise) of 60 minutes or greater per week * Enrollment in another study that the study investigators deem as potentially interfering with study participants or study endpoints",Appendicular lean mass/height^2 | 12 weeks | Change in appendicular lean mass/height\^2 (kg/m\^2) assessed via whole body DEXA in resistance exercise group; Gender congruence | 12 weeks | Change in gender congruence (utilizing the total scale score from Transgender Congruence Scale) in resistance exercise group,include,Transgender population and GAHT intervention/exposure identified,include,Unverified legacy keyword heuristic: Transgender population and GAHT intervention/exposure identified,legacy_keyword_heuristic_unverified,,
